SSN,Longitude,Latitude,Country,Site,Cluster,Profile,Depth,Clay_8um,CORG,pH,Alox,Feox,Caex,MAT,MAP,PET,CIA,LandCover
icr076403,46.636148,-18.981686,Madagascar,Analavory,3,10,Subsoil,84.764,2.36,5.5,1.174897459,3.098577627,3.39,21.01666677,1511,1757,98.31547605,Cropland
icr076406,46.639697,-18.95421,Madagascar,Analavory,4,2,Topsoil,61.558,0.8,4.9,0.291739285,0.683367051,1.01,21.70833317,1431,1800,95.91699281,Cropland
icr076407,46.639697,-18.95421,Madagascar,Analavory,4,2,Subsoil,71.442,0.44,4.91,0.306464228,0.615182677,1,21.70833317,1431,1800,96.19223947,Cropland
icr076408,46.631927,-18.954281,Madagascar,Analavory,4,3,Topsoil,94.927,0.79,5.34,0.715937313,2.997020484,3.2,21.60416671,1441,1791,97.93650035,Other
icr076410,46.631685,-18.95978,Madagascar,Analavory,4,4,Topsoil,44.137,1.36,5.15,0.198737026,0.839793276,2,21.20416657,1487,1767,89.80215491,Cropland
icr076412,46.632919,-18.956601,Madagascar,Analavory,4,5,Topsoil,38.959,1.07,5.43,0.182305474,0.50591001,1.46,21.60416671,1441,1791,94.78955357,Cropland
icr076415,46.635785,-18.955394,Madagascar,Analavory,4,6,Subsoil,88.788,1.29,5.27,0.452431435,1.996362263,3.22,21.70833317,1431,1800,97.55503156,Cropland
icr076418,46.63595,-18.962023,Madagascar,Analavory,4,8,Topsoil,35.236,0.99,5.36,0.259573243,0.551028235,1.63,21.33749994,1471,1775,90.56055511,Grassland
icr076419,46.63595,-18.962023,Madagascar,Analavory,4,8,Subsoil,27.858,0.61,5.22,0.186662458,0.352811779,2.1,21.33749994,1471,1775,88.00335681,Grassland
icr076420,46.637077,-18.956551,Madagascar,Analavory,4,9,Topsoil,85.711,1.54,5.11,0.579373647,1.823804728,1.97,21.70833317,1431,1800,98.207432,Grassland
icr076422,46.632403,-18.957634,Madagascar,Analavory,4,10,Topsoil,48.491,1.04,4.96,0.255847137,0.552892471,0.87,21.60416671,1441,1791,95.24432412,Grassland
icr076423,46.632403,-18.957634,Madagascar,Analavory,4,10,Subsoil,59.432,0.68,4.92,0.283183928,0.658970835,1.26,21.60416671,1441,1791,95.83328647,Grassland
icr076424,46.659441,-19.024152,Madagascar,Analavory,5,1,Topsoil,86.848,0.98,5.42,0.595590889,2.742933718,6.99,20.80833328,1498,1725,96.75234281,Cropland
icr076431,46.664152,-19.021704,Madagascar,Analavory,5,8,Subsoil,90.73,0.7,5.78,0.732058904,3.555166462,7.17,20.80833328,1498,1725,97.60206398,Other
icr076439,46.662327,-19.02121,Madagascar,Analavory,5,12,Subsoil,94.644,0.81,6.01,0.788123543,3.579253142,6.54,20.80833328,1498,1725,97.80406112,Grassland
icr076441,46.659677,-19.024602,Madagascar,Analavory,5,13,Subsoil,71.838,1.39,5.29,0.521537904,2.265046481,4.84,20.80833328,1498,1725,95.88212481,Cropland
icr076442,46.656444,-19.020861,Madagascar,Analavory,5,14,Topsoil,85.114,1.07,5.64,0.499747124,2.788372514,5.92,21.04166655,1477,1743,96.61895319,Cropland
icr076446,46.65776,-19.001199,Madagascar,Analavory,6,2,Topsoil,81.99,0.9,5.99,0.832793337,2.258757246,4.22,21.03333326,1489,1746,97.11662572,Cropland
icr076452,46.665068,-19.00042,Madagascar,Analavory,6,5,Topsoil,83.754,1.32,5.79,0.797377921,2.337596391,5.1,20.92083347,1493,1734,97.33278564,Other
icr076460,46.660293,-18.999384,Madagascar,Analavory,6,9,Topsoil,87.518,1.41,5.41,0.977160134,3.200076171,3.4,20.95000005,1489,1740,98.25272107,Grassland
icr076461,46.660293,-18.999384,Madagascar,Analavory,6,9,Subsoil,86.056,0.97,5.55,1.134457417,3.519825477,3.36,20.95000005,1489,1740,98.72517284,Grassland
icr076473,46.661106,-18.98025,Madagascar,Analavory,7,5,Subsoil,53.224,4.74,5.36,1.831751279,1.945522592,4.12,21.00000008,1497,1746,97.38950056,Cropland
icr076474,46.663883,-18.974981,Madagascar,Analavory,7,6,Topsoil,64.351,2.5,5.61,1.207611196,2.317376635,1.83,20.8666666,1518,1737,98.3596384,Cropland
icr076478,46.663559,-18.976796,Madagascar,Analavory,7,8,Topsoil,71.48,3.42,5.49,1.386872134,2.01995874,3.58,21.00000008,1497,1746,97.77154417,Cropland
icr076480,46.660746,-18.97778,Madagascar,Analavory,7,9,Topsoil,67.347,1.16,5.66,1.298928453,3.272722468,0.85,21.00000008,1497,1746,98.65508444,Cropland
icr076481,46.660746,-18.97778,Madagascar,Analavory,7,9,Subsoil,66.475,2.29,5.97,1.06352384,2.544524689,3.33,21.00000008,1497,1746,98.00797562,Cropland
icr076483,46.665027,-18.974253,Madagascar,Analavory,7,10,Subsoil,35.825,0.49,5.16,2.372468075,3.749522915,1.47,20.8666666,1518,1737,98.6386675,Cropland
icr076487,46.653606,-18.95742,Madagascar,Analavory,8,2,Subsoil,94.179,0.88,5.26,0.583891031,2.163404039,3.43,21.56666676,1441,1788,98.53305403,Cropland
icr076489,46.655866,-18.960999,Madagascar,Analavory,8,3,Subsoil,81.268,0.62,5.75,1.18467713,3.506030304,6.72,21.50000008,1446,1784,96.93437746,Cropland
icr076490,46.652534,-18.959155,Madagascar,Analavory,8,4,Topsoil,87.477,1.36,5.58,0.367921141,1.443169638,3.69,21.50000008,1446,1784,96.99900905,Cropland
icr076492,46.65655,-18.956003,Madagascar,Analavory,8,5,Topsoil,74.311,1.66,5.82,0.319827715,1.633592134,7.05,21.56666676,1441,1788,95.390231,Cropland
icr076494,46.652397,-18.958693,Madagascar,Analavory,8,6,Topsoil,76.233,0.81,5.67,0.264411283,0.908707094,2.71,21.50000008,1446,1784,97.610125,Other
icr076495,46.652397,-18.958693,Madagascar,Analavory,8,6,Subsoil,84.696,0.67,5.26,0.283136322,0.834123243,1.86,21.50000008,1446,1784,98.59053315,Other
icr076496,46.658327,-18.956965,Madagascar,Analavory,8,7,Topsoil,24.657,0.56,5.67,0.181939249,1.072636226,2.73,21.56666676,1441,1788,88.40109231,Other
icr076506,46.678738,-19.023242,Madagascar,Analavory,9,3,Topsoil,67.739,1.25,6.13,0.682826605,2.437534546,7.52,20.57916685,1516,1703,93.95079497,Cropland
icr076508,46.676483,-19.020066,Madagascar,Analavory,9,4,Topsoil,82.972,1.27,5.36,0.727469792,2.183355444,4,20.57916685,1516,1703,97.51015644,Grassland
icr076509,46.676483,-19.020066,Madagascar,Analavory,9,4,Subsoil,78.717,1.12,5.33,0.559025333,1.595399441,3.51,20.57916685,1516,1703,97.6686129,Grassland
icr076511,46.678506,-19.019768,Madagascar,Analavory,9,5,Subsoil,77.545,1.63,5.33,0.910600177,2.298269084,6.11,20.57916685,1516,1703,96.9182955,Cropland
icr076512,46.680813,-19.019177,Madagascar,Analavory,9,6,Topsoil,85.238,1.9,5.33,0.847435424,1.905434573,4.97,20.57916685,1516,1703,97.25910028,Cropland
icr076518,46.679666,-19.017739,Madagascar,Analavory,9,9,Topsoil,58.35,1.8,5.79,1.493032494,2.792011662,5.05,20.57916685,1516,1703,96.50302417,Cropland
icr076519,46.679666,-19.017739,Madagascar,Analavory,9,9,Subsoil,58.282,1.11,5.89,1.740612232,3.000685734,5.88,20.57916685,1516,1703,96.24283842,Cropland
icr076523,46.677495,-19.002544,Madagascar,Analavory,10,1,Subsoil,68.178,2.21,4.93,1.184173856,1.066317985,0.97,20.51250013,1530,1704,98.65445416,Other
icr076526,46.680199,-18.998632,Madagascar,Analavory,10,4,Topsoil,28.331,4.35,5.31,2.592392992,0.618791014,0.72,20.54583351,1530,1703,96.2074003,Grassland
icr076527,46.678734,-19.006775,Madagascar,Analavory,10,5,Topsoil,56.926,2.57,5.2,1.270267811,1.442580751,2.3,20.51250013,1530,1704,97.52171508,Other
icr076528,46.678734,-19.006775,Madagascar,Analavory,10,5,Subsoil,52.429,1.61,5.43,1.477775976,2.070122216,2.3,20.51250013,1530,1704,97.68330897,Other
icr076532,46.678929,-18.999809,Madagascar,Analavory,10,7,Subsoil,30.97,5.17,5.19,2.330930552,0.661954273,1.55,20.54583351,1530,1703,96.19655143,Cropland
icr076533,46.684694,-19.001697,Madagascar,Analavory,10,8,Topsoil,19.368,5.99,5.24,2.242573928,0.462285968,1.35,19.57083325,1682,1636,93.14877761,Grassland
icr076547,46.680747,-18.981375,Madagascar,Analavory,11,4,Topsoil,47.093,5.73,5.52,2.005977018,1.801764652,4.61,20.39166641,1559,1694,97.76107992,Cropland
icr076550,46.678273,-18.978694,Madagascar,Analavory,11,5,Subsoil,31.114,4.47,5.23,2.121693166,1.984721573,0.97,20.39166641,1559,1694,99.07147301,Cropland
icr076551,46.681014,-18.978972,Madagascar,Analavory,11,6,Topsoil,45.921,7.2,5.28,2.07549348,1.620848763,3.6,20.39166641,1559,1694,96.71305812,Cropland
icr076555,46.678794,-18.976739,Madagascar,Analavory,11,8,Topsoil,38.87,3.93,5.26,1.585599543,1.702383897,1.9,20.39166641,1559,1694,98.53115667,Cropland
icr076560,46.681427,-18.981282,Madagascar,Analavory,11,10,Subsoil,34.989,5.54,5.38,2.312715898,1.075104532,5.34,20.39166641,1559,1694,97.7464711,Cropland
icr033808,38.2635,4.15949,Ethiopia,Mega,11,9,Subsoil,77.993,1.29,8.08,0.263529843,0.282643681,22.09,20.19166672,548,1867,82.12576268,Grassland
icr076564,46.681911,-18.954681,Madagascar,Analavory,12,2,Subsoil,78.329,2.45,4.96,0.781183787,1.849376634,3.19,21.02916666,1481,1737,97.29180305,Cropland
icr076568,46.683241,-18.954016,Madagascar,Analavory,12,4,Subsoil,43.04,4,5.17,2.879937132,1.510280784,5.41,21.02916666,1481,1737,97.67842416,Cropland
icr076569,46.684407,-18.955873,Madagascar,Analavory,12,6,Topsoil,59.932,3.8,6.02,1.009210774,2.103482478,4.55,20.8125,1498,1720,93.31605274,Forest
icr076570,46.684407,-18.955873,Madagascar,Analavory,12,6,Subsoil,72.665,1.79,5.82,1.20781562,2.824455722,5.17,20.8125,1498,1720,96.3801477,Forest
icr076571,46.685474,-18.958154,Madagascar,Analavory,12,8,Topsoil,39.713,7.15,5.86,2.285207354,1.549534957,3,20.8125,1498,1720,94.70870076,Other
icr076573,46.68329,-18.961217,Madagascar,Analavory,12,9,Topsoil,60.059,2.75,5.22,1.265820735,2.541512064,2.6,20.72083314,1513,1717,97.74436717,Other
icr076576,46.683093,-18.962045,Madagascar,Analavory,12,10,Subsoil,53.886,3.07,5.68,1.509075142,2.052303463,3.12,20.72083314,1513,1717,95.04666238,Cropland
icr076578,46.68284,-18.957288,Madagascar,Analavory,12,13,Subsoil,69.235,2.87,5.47,1.288236947,2.075327092,2.84,21.02916666,1481,1737,98.02779036,Cropland
icr076589,46.70267,-19.021803,Madagascar,Analavory,13,5,Topsoil,42.196,1.88,5.75,1.725353315,2.168685747,0.65,19.85000002,1602,1647,97.23063556,Grassland
icr076594,46.704791,-19.023925,Madagascar,Analavory,13,7,Subsoil,62.568,3.3,5.26,1.199528127,1.276186894,0.91,19.85000002,1602,1647,96.48005635,Cropland
icr076599,46.708536,-19.018618,Madagascar,Analavory,13,14,Topsoil,47.758,3.21,5.24,0.947326284,0.817132949,2.95,19.98333327,1577,1651,92.84123008,Cropland
icr076600,46.708536,-19.018618,Madagascar,Analavory,13,14,Subsoil,37.704,2.3,5.22,1.080836649,0.908858804,3.06,19.98333327,1577,1651,95.66483379,Cropland
icr076604,46.703127,-19.006295,Madagascar,Analavory,14,2,Subsoil,41.062,4.49,5.19,1.834321124,1.171200567,1.18,19.70416673,1630,1636,96.42322516,Cropland
icr076605,46.697833,-19.009721,Madagascar,Analavory,14,3,Topsoil,44.202,3.79,5.38,2.017171103,2.092431705,1.29,19.7208333,1634,1643,98.08854005,Grassland
icr076607,46.700807,-19.011172,Madagascar,Analavory,14,4,Topsoil,39.465,2.32,5.29,2.371471321,3.695216015,0.98,19.72083334,1628,1636,99.19926025,Cropland
icr076608,46.700807,-19.011172,Madagascar,Analavory,14,4,Subsoil,29.096,1.16,5.6,3.267063413,4.460018361,3.02,19.72083334,1628,1636,97.83313268,Cropland
icr076611,46.704284,-19.004856,Madagascar,Analavory,14,6,Topsoil,46.103,4.52,5.2,1.067986565,0.725534774,9.77,19.70416673,1630,1636,93.28905997,Cropland
icr076613,46.701703,-19.005766,Madagascar,Analavory,14,7,Topsoil,44.636,3.86,5.44,2.413606114,2.197071501,1.92,19.70416673,1630,1636,95.96203292,Other
icr076616,46.702376,-19.006144,Madagascar,Analavory,14,8,Subsoil,53.631,2.7,5.29,1.494008315,2.23660949,3.11,19.70416673,1630,1636,96.51357284,Cropland
icr076617,46.697917,-19.00603,Madagascar,Analavory,14,9,Topsoil,51.117,3.07,5.16,1.438214514,1.903315392,1.45,19.57500005,1665,1632,98.87164903,Cropland
icr076620,46.697962,-19.007333,Madagascar,Analavory,14,10,Subsoil,46.072,4.37,5.47,2.185534011,2.052602957,0.93,19.57500005,1665,1632,91.76444393,Cropland
icr076623,46.70226,-18.981012,Madagascar,Analavory,15,2,Topsoil,39.647,6.59,5.15,1.826090567,0.861326081,1.56,19.89166665,1598,1647,97.71147243,Cropland
icr076626,46.703641,-18.979949,Madagascar,Analavory,15,3,Subsoil,42.622,1.88,6.19,1.2599363,1.836438015,0.84,19.89166665,1598,1647,89.50908822,Other
icr076627,46.702906,-18.977962,Madagascar,Analavory,15,4,Topsoil,44.587,6.06,5.4,2.245361064,0.576246794,0.82,19.89166665,1598,1647,98.41508166,Other
icr076632,46.70011,-18.981098,Madagascar,Analavory,15,7,Topsoil,48.481,4.3,5.13,1.367596205,2.07997314,4.56,19.89166665,1598,1647,98.86251796,Grassland
icr076633,46.70011,-18.981098,Madagascar,Analavory,15,7,Subsoil,45.933,3.04,5.27,1.35434363,3.262144682,8.18,19.89166665,1598,1647,99.18605725,Grassland
icr076635,46.698823,-18.9784,Madagascar,Analavory,15,8,Subsoil,20.333,7.64,5.22,3.707784861,0.75514755,7.75,19.4625001,1688,1627,98.15167635,Grassland
icr076637,46.700803,-18.97879,Madagascar,Analavory,15,9,Subsoil,52.353,3.61,5.19,1.22825839,0.626467387,14.71,19.89166665,1598,1647,99.10243878,Grassland
icr076638,46.702414,-18.982985,Madagascar,Analavory,15,10,Topsoil,39.413,3.93,4.95,1.727259249,0.951830341,20.06,19.89166665,1598,1647,98.83154057,Cropland
icr076639,46.702414,-18.982985,Madagascar,Analavory,15,10,Subsoil,33.866,2.59,4.96,1.645452935,1.290592576,6.6,19.89166665,1598,1647,98.99598182,Cropland
icr076640,46.706503,-18.951871,Madagascar,Analavory,16,1,Topsoil,27.232,6.77,5.32,3.07393633,1.383009173,13.07,20.40416674,1532,1687,83.10042012,Cropland
icr076643,46.703313,-18.955717,Madagascar,Analavory,16,2,Subsoil,68.937,1.25,6.08,1.482489249,2.215785671,12.07,20.40416674,1532,1687,94.46457388,Cropland
icr076645,46.703567,-18.953858,Madagascar,Analavory,16,3,Subsoil,43.609,4.18,5.33,1.564796438,1.609702523,2.78,20.40416674,1532,1687,94.35545605,Cropland
icr076646,46.708034,-18.956841,Madagascar,Analavory,16,4,Topsoil,49.171,1.58,6.15,1.288589118,3.670240974,1.82,20.40416674,1532,1687,91.68472603,Cropland
icr076647,46.708034,-18.956841,Madagascar,Analavory,16,4,Subsoil,34.108,0.6,6.61,1.108645523,3.53784718,9.09,20.40416674,1532,1687,78.64338736,Cropland
icr076648,46.703336,-18.95712,Madagascar,Analavory,16,6,Topsoil,70.612,2.98,5.57,1.040524814,2.119199028,0.58,20.40416674,1532,1687,96.67123927,Cropland
icr076655,46.710739,-18.956828,Madagascar,Analavory,16,10,Topsoil,32.232,1.51,5.71,1.88617469,3.161621891,1.88,20.13333344,1559,1663,99.00707127,Cropland
icr021023,37.31354523,-8.0423584,Tanzania,Kidatu,10,1,Topsoil,43.204,0.81,6.37,0.158126894,0.071871197,3.5,24.83750002,1418,1662,94.73417623,Other
icr030029,34.98407364,8.58174515,Ethiopia,Dambidolo,1,3,Subsoil,76.654,4.2,5.78,0.984301073,0.759586112,23.47,21.01666677,1357,1730,95.27437295,Cropland
icr030051,34.98833084,8.60195828,Ethiopia,Dambidolo,2,6,Topsoil,77.863,5.08,6.33,0.813775536,1.174700553,17.12,21.1499999,1357,1736,89.28451555,Cropland
icr030094,34.98925018,8.65265274,Ethiopia,Dambidolo,4,6,Subsoil,88.763,5.17,6.11,0.586798088,0.60865358,16.14,21.2458334,1354,1746,91.06986376,Cropland
icr030096,34.99010849,8.65001297,Ethiopia,Dambidolo,4,7,Subsoil,81.621,5.55,5.52,0.183714911,0.170020677,10.01,21.2458334,1354,1746,90.87464591,Other
icr030097,34.98268509,8.65556717,Ethiopia,Dambidolo,4,8,Topsoil,87.186,3.53,5.89,0.431061805,1.139784288,29.37,21.05416675,1354,1738,92.54374458,Cropland
icr030098,34.98268509,8.65556717,Ethiopia,Dambidolo,4,8,Subsoil,93.877,2.23,5.42,0.54301379,1.129354762,10.01,21.05416675,1354,1738,95.57409387,Cropland
icr030101,34.98177719,8.65034008,Ethiopia,Dambidolo,4,10,Topsoil,80.67,5.63,6.15,0.483501082,1.163830577,29.37,21.05416675,1354,1738,83.26734717,Cropland
icr030115,35.00299835,8.5839653,Ethiopia,Dambidolo,5,8,Topsoil,44.936,2.95,6.18,0.38799689,3.12256597,12.79,22.12916656,1325,1774,72.72527199,Other
icr030122,35.00458145,8.58038998,Ethiopia,Dambidolo,5,11,Subsoil,74.355,1.24,5.6,0.371975405,0.394289257,7.7,22.47916679,1306,1784,85.48775717,Cropland
icr030123,35.00059891,8.59928799,Ethiopia,Dambidolo,6,2,Topsoil,46.084,1.85,6.44,0.177806372,0.224795056,8.19,21.71666658,1345,1757,82.0956493,Cropland
icr030142,35.00404358,8.60582829,Ethiopia,Dambidolo,6,13,Subsoil,82.957,1.9,6.22,0.290073771,0.40032409,10.16,21.70833321,1348,1758,88.48269292,Cropland
icr030232,35.03785324,8.61858273,Ethiopia,Dambidolo,11,8,Topsoil,74.688,3.69,6.53,0.290628754,0.461035747,19.5,22.11249995,1338,1773,82.42632824,Cropland
icr030335,42.66679382,9.57485485,Ethiopia,Merar,1,3,Topsoil,66.367,2.5,7.79,0.304514741,0.173810463,37.29,18.37500018,675,2116,81.9158995,Cropland
icr030482,42.71036148,9.61841297,Ethiopia,Merar,11,3,Topsoil,71.168,2.57,7.96,0.290697785,0.315663694,32.65,18.49166675,677,2053,84.12790198,Cropland
icr033446,39.01071167,-0.129155,Kenya,Mbalambala,6,10,Subsoil,81.8025,0.24,8.41,0.229530757,0.141463443,22.95,27.36666679,327,2145,76.31909178,Other
icr033490,39.036026,-0.135488,Kenya,Mbalambala,10,3,Topsoil,81.963,0.43,8.02,0.34463285,0.139334713,49.13,27.4333334,319,2157,82.31344556,Grassland
icr033507,39.03767776,-0.106482,Kenya,Mbalambala,11,1,Subsoil,65.0875,0.43,8.19,0.186545674,0.100182012,21.81,27.20833349,309,2138,80.52240744,Other
icr033552,39.06012726,-0.129692,Kenya,Mbalambala,14,4,Subsoil,43.506,0.23,7.92,0.248796486,0.078813643,25.73,27.38333305,318,2147,70.2775656,Other
icr033580,39.05907822,-0.104208,Kenya,Mbalambala,15,10,Topsoil,39.204,1.87,8.02,0.192586558,0.080426819,17.58,27.17083351,307,2130,66.61978215,Other
icr033593,39.06327438,-0.089757,Kenya,Mbalambala,16,8,Subsoil,19.899,0.46,7.96,0.105904679,0.2593283,9.72,26.97500014,330,2090,84.37141799,Other
icr037647,-5.464043333,11.27255333,Mali,Finnkolo,13,1,Subsoil,38.577,0.72,4.92,0.206351372,0.154299119,0.36,26.63750005,1077,2252,97.72475465,Other
icr041643,39.51528549,-2.6642201,Kenya,Marafa,1,3,Topsoil,42.867,0.54,8.51,0.116171058,0.050158863,16.42,25.95833349,719,1900,80.59748265,Other
icr041659,39.51325607,-2.64596796,Kenya,Marafa,2,1,Topsoil,51.143,0.74,7.5,0.117002331,0.078390087,8.84,26.00416668,717,1897,74.1474546,Other
icr041696,39.51010132,-2.62865305,Kenya,Marafa,3,9,Subsoil,95.399,0.61,7.42,0.212002347,0.14246353,18.58,26.00416668,720,1894,78.23478579,Other
icr041699,39.5163269,-2.60788202,Kenya,Marafa,4,1,Topsoil,43.9685,0.57,7.26,0.076779832,0.064672985,7.64,26.00833313,715,1900,77.27386134,Other
icr041702,39.51163864,-2.60236502,Kenya,Marafa,4,2,Subsoil,51.199,0.41,6.97,0.146277869,0.089856516,8.12,26.00833313,715,1900,79.37284599,Other
icr041750,39.53030014,-2.64302707,Kenya,Marafa,6,6,Subsoil,69.846,0.59,8.55,0.115894468,0.038006691,19.83,25.96249994,712,1897,80.2055679,Other
icr041751,39.52984619,-2.64430499,Kenya,Marafa,6,7,Topsoil,34.281,0.95,8.52,0.111167369,0.035598786,19.54,25.96249994,712,1897,81.79692031,Other
icr041816,39.55324554,-2.66746807,Kenya,Marafa,9,9,Subsoil,85.742,0.64,8.71,0.291834924,0.109827268,20.86,25.99166663,713,1893,77.02426156,Grassland
icr041884,39.5775795,-2.66719294,Kenya,Marafa,13,4,Topsoil,44.696,1.16,8.43,0.15071321,0.065837255,17.2,25.91250006,716,1885,80.06667848,Other
icr041887,39.57953644,-2.6706481,Kenya,Marafa,13,5,Subsoil,67.576,0.72,8.42,0.190797053,0.081320775,18.25,25.91250006,716,1885,76.71520293,Other
icr041888,39.57967377,-2.6644001,Kenya,Marafa,13,6,Topsoil,64.563,0.93,7.22,0.153385809,0.085720656,10.21,25.91666659,718,1885,79.02366916,Other
icr041892,39.582901,-2.66842508,Kenya,Marafa,13,8,Topsoil,38.918,0.36,8.67,0.10941779,0.046792985,14.97,25.91250006,716,1885,83.34580207,Other
icr041916,39.57739258,-2.62039208,Kenya,Marafa,15,1,Subsoil,41.8335,0.47,7.52,0.099063141,0.051823064,15.18,25.99583332,710,1886,78.10935914,Other
icr041935,39.5819931,-2.60346293,Kenya,Marafa,16,1,Topsoil,54.7705,0.87,7.32,0.1269505,0.064534331,11.97,25.9000001,720,1883,75.86769489,Other
icr041944,39.58491516,-2.60146308,Kenya,Marafa,16,6,Subsoil,51.403,0.74,8.1,0.112961471,0.051582657,18.29,25.89166665,721,1886,80.83983099,Other
icr041946,39.58148575,-2.60327506,Kenya,Marafa,16,7,Subsoil,53.401,0.8,7.94,0.158224333,0.074142014,15.37,25.9000001,720,1883,83.54382291,Other
icr041949,39.58600616,-2.60590792,Kenya,Marafa,16,9,Topsoil,64.457,0.51,8.21,0.142343576,0.082356439,12.97,25.89166665,721,1886,79.07826677,Other
icr041952,39.57990265,-2.60804296,Kenya,Marafa,16,11,Subsoil,57.075,0.95,7.96,0.13509057,0.071257492,19.28,25.9000001,720,1883,82.29594624,Other
icr041987,35.77468491,-1.75930798,Kenya,Morijo,1,1,Topsoil,53.035,4.79,6.3,0.136811883,0.153639743,20.48,16.36666671,863,1582,65.52245935,Grassland
icr042024,35.78072357,-1.70595801,Kenya,Morijo,3,1,Topsoil,51.537,1.38,6.28,0.115779049,0.253600013,6.42,15.59583326,916,1505,82.53470032,Cropland
icr042049,35.77809525,-1.68905199,Kenya,Morijo,4,4,Subsoil,71.056,1.52,5.74,0.235455132,0.646647607,4.55,14.54166681,982,1421,94.65937072,Other
icr042099,35.80501556,-1.70412803,Kenya,Morijo,7,1,Subsoil,60.798,0.85,7.43,0.132683825,0.158070528,31.41,15.90833346,909,1524,92.72974926,Grassland
icr042116,35.80660629,-1.68290997,Kenya,Morijo,8,1,Subsoil,82.1945,2.23,5.74,0.302982909,0.36446522,8.83,14.0041667,1016,1381,93.78756862,Other
icr042152,35.81271362,-1.73084498,Kenya,Morijo,10,1,Topsoil,71.992,1.2,7.3,0.161200871,0.160526538,36.34,16.16666667,898,1553,94.26804269,Grassland
icr042170,35.82385635,-1.70667195,Kenya,Morijo,11,1,Topsoil,33.7325,1.49,6.21,0.084106175,0.251560385,11.29,15.92916679,913,1521,80.53420548,Grassland
icr042189,35.8180542,-1.68407798,Kenya,Morijo,12,1,Topsoil,51.818,5.85,6.69,0.288235649,0.397021938,23.01,14.57499991,1045,1403,84.6838541,Forest
icr042205,35.81818008,-1.68444002,Kenya,Morijo,12,9,Subsoil,27.173,1.79,5.98,0.21406375,0.420486009,5.87,14.57499991,1045,1403,88.10992856,Other
icr042228,35.84485626,-1.73154998,Kenya,Morijo,14,1,Subsoil,36.4555,1.05,5.78,0.105872984,0.125951319,3.19,16.26249997,912,1532,90.44244082,Other
icr042238,35.83731842,-1.73030806,Kenya,Morijo,14,6,Subsoil,62.76,1.92,6.43,0.137384478,0.150232021,21.68,16.28333322,914,1537,92.44380596,Other
icr042239,35.84237671,-1.73143196,Kenya,Morijo,14,7,Topsoil,24.327,7.18,6.71,0.134849553,0.356571471,27.1,16.26249997,912,1532,73.923349,Other
icr042240,35.84237671,-1.73143196,Kenya,Morijo,14,7,Subsoil,35.358,3.26,6.26,0.148939549,0.44905486,13.46,16.26249997,912,1532,82.59533616,Other
icr042241,35.84387589,-1.733603,Kenya,Morijo,14,8,Topsoil,52.477,2.68,6.18,0.130718886,0.379234461,11.82,16.08333345,985,1488,83.40803814,Other
